|normal|withouturl|no_clean|url_clean
683|Thanks to the #RecoveryAct , clean energy investments have created hundreds of thousands of jobs. pic.twitter.com/U82fX6P2nB|Thanks to the #RecoveryAct , clean energy investments have created hundreds of thousands of jobs.  |5.821818181818182|5.821818181818182
684|Our economy has come a long way, but there's more work to do say you support common-sense economic policies: http:// ofa.bo/d5eA|Our economy has come a long way, but there's more work to do say you support common-sense economic policies: http://  |5.333846153846155|5.376
685|Seven years ago, our economy was shedding nearly 800,000 jobs a day. We've come a long way. pic.twitter.com/ueSHbf52YE|Seven years ago, our economy was shedding nearly 800,000 jobs a day. We've come a long way.  |5.296|5.296
686|Our economy has added 14 million jobs over the longest streak of private-sector job growth on record. pic.twitter.com/FwScd1Soxi|Our economy has added 14 million jobs over the longest streak of private-sector job growth on record.  |5.572307692307693|5.572307692307693
687|LIVE: President Obama is highlighting the progress of the American economy. http:// ofa.bo/a5hl|LIVE: President Obama is highlighting the progress of the American economy. http://  |5.468000000000001|5.468000000000001
688|Tune in at 1:55 p.m. ET to see President Obama speak about the economic progress we've made since the #RecoveryAct . http:// ofa.bo/g9q0|Tune in at 1:55 p.m. ET to see President Obama speak about the economic progress we've made since the #RecoveryAct . http://  |5.5307692307692315|5.5307692307692315
689|Tell the Senate: Stop playing games with our Supreme Court. http:// ofa.bo/yDS #DoYourJob|Tell the Senate: Stop playing games with our Supreme Court. http://   #DoYourJob|6.248|6.248
690|The Senate should fulfill its constitutional duty and fairly consider the President's nominee. #DoYourJob pic.twitter.com/AXpbOQ1bxD|The Senate should fulfill its constitutional duty and fairly consider the President's nominee. #DoYourJob  |5.522222222222222|5.522222222222222
691|Add your name if you agree: Failing to fill the Supreme Court vacancy for over a year is unacceptable. http:// ofa.bo/z0EK #DoYourJob|Add your name if you agree: Failing to fill the Supreme Court vacancy for over a year is unacceptable. http://   #DoYourJob|5.311666666666667|5.311666666666667
692|Retweet if you agree that we can't afford to play political games over the Supreme Court vacancy. #DoYourJob pic.twitter.com/NE380YtV41|Retweet if you agree that we can't afford to play political games over the Supreme Court vacancy. #DoYourJob  |5.5369230769230775|5.5369230769230775
693|The solar industry hit record growth last year, surpassing natural gas installations for the first time: http:// ofa.bo/j9nU|The solar industry hit record growth last year, surpassing natural gas installations for the first time: http://  |5.541818181818182|5.541818181818182
694|This kind of obstruction is unprecedented. Tell Senate leaders: #DoYourJob pic.twitter.com/IZgCuoWE4O|This kind of obstruction is unprecedented. Tell Senate leaders: #DoYourJob  |5.786666666666666|5.786666666666666
695|Sign @OFA 's petition to let the Senate know you demand a fair Supreme Court nomination process: http:// ofa.bo/b5iR|Sign @OFA 's petition to let the Senate know you demand a fair Supreme Court nomination process: http://  |5.449090909090909|5.449090909090909
696|President Obama on his constitutional responsibility and the qualities he's looking for in his #SCOTUS nominee: http:// ofa.bo/h9zE|President Obama on his constitutional responsibility and the qualities he's looking for in his #SCOTUS nominee: http://  |5.608333333333333|5.608333333333333
697|Refusing to even consider the President's Supreme Court nominee is unprecedented. Tell the Senate: #DoYourJob . http:// ofa.bo/uB3|Refusing to even consider the President's Supreme Court nominee is unprecedented. Tell the Senate: #DoYourJob . http://  |5.21|5.21
698|With more than 300 days left in President Obama's term, the Senate has no excuse to delay. #DoYourJob pic.twitter.com/ultmGstueA|With more than 300 days left in President Obama's term, the Senate has no excuse to delay. #DoYourJob  |5.008|5.008
699|Be part of the team debunking myths with facts join the @OFA Truth Team: http:// ofa.bo/c5ZO pic.twitter.com/51zJn9N8qa|Be part of the team debunking myths with facts join the @OFA Truth Team: http://    |5.3100000000000005|5.5175
700|LIVE: President Obama is delivering a statement from the Roosevelt Room. http:// ofa.bo/xAu|LIVE: President Obama is delivering a statement from the Roosevelt Room. http://  |5.168|5.168
701|A fair judicial nomination process is important for a functioning democracy read more: http:// ofa.bo/wBJ|A fair judicial nomination process is important for a functioning democracy read more: http://  |5.777777777777778|5.8981818181818175
702|Speak up for a fair nomination process and a timely vote by the Senate sign @OFA 's petition: http:// ofa.bo/vBE #DoYourJob|Speak up for a fair nomination process and a timely vote by the Senate sign @OFA 's petition: http://   #DoYourJob|5.53|5.54
703|The Senate should not play political games with our Supreme Court. pic.twitter.com/RoNN4vaw0a|The Senate should not play political games with our Supreme Court.  |5.6571428571428575|5.6571428571428575
704|"""The Senate also has a constitutional duty: to consider presidential nominees expeditiously."" http:// ofa.bo/a5eJ (h/t @latimes )"|"""The Senate also has a constitutional duty: to consider presidential nominees expeditiously."" http://   (h/t @latimes )"|5.454285714285715|5.454285714285715
705|Add your name to let the Senate know: The Supreme Court is too important to be held hostage by partisan politics. http:// ofa.bo/uAT|Add your name to let the Senate know: The Supreme Court is too important to be held hostage by partisan politics. http://  |5.359999999999999|5.359999999999999
706|Gain the skills you need to turn a desire for change into impact apply to be an @OFA fellow today: http:// ofa.bo/e5Xb|Gain the skills you need to turn a desire for change into impact apply to be an @OFA fellow today: http://  |5.424000000000001|5.411764705882353
707|The impact of climate change in one GIF: http:// ofa.bo/g9lf #ActOnClimate|The impact of climate change in one GIF: http://   #ActOnClimate|5.336666666666667|5.336666666666667
708|The longest streak of private-sector job growth, 4.9% unemployment rate middle-class economics is working. pic.twitter.com/jWIZ0IZwL1|The longest streak of private-sector job growth, 4.9% unemployment rate middle-class economics is working.  |4.785714285714286|4.855
709|It's official: January 2016 was the most abnormally warm month on record. http:// ofa.bo/f9nQ #ActOnClimate|It's official: January 2016 was the most abnormally warm month on record. http://   #ActOnClimate|5.543333333333333|5.543333333333333
710|Read what @VP Biden has to say about our economic comeback, thanks in part to the Recovery Act: http:// ofa.bo/uA0|Read what @VP Biden has to say about our economic comeback, thanks in part to the Recovery Act: http://  |5.411666666666668|5.411666666666668
711|In the past seven years, our economy has made real progress. pic.twitter.com/D1XXOQVPCT|In the past seven years, our economy has made real progress.  |5.455|5.455
712|This #Valentines Day, speak up for equality: http:// ofa.bo/u9Q #LoveIsLove|This #Valentines Day, speak up for equality: http://   #LoveIsLove|5.753333333333333|5.753333333333333
713|No matter who you are or whom you love, celebrate #Valentines Day with pride. #LoveIsLove pic.twitter.com/btFuHnIEfV|No matter who you are or whom you love, celebrate #Valentines Day with pride. #LoveIsLove  |5.746666666666666|5.746666666666666
714|Stand against discrimination join the fight for equality. http:// ofa.bo/x8x #LoveIsLove|Stand against discrimination join the fight for equality. http://   #LoveIsLove|4.075|4.223333333333334
715|Retweet if you believe #LoveIsLove . pic.twitter.com/ssMsbWMcXE|Retweet if you believe #LoveIsLove .  |5.866666666666667|5.866666666666667
716|Watch President Obama thank @TheEllenShow for all she's done for the LGBT community: http:// ofa.bo/g9kL #LoveIsLove|Watch President Obama thank @TheEllenShow for all she's done for the LGBT community: http://   #LoveIsLove|5.871428571428571|5.871428571428571
717|Read President Obama's thoughts on climate change, technology, and #WomenInSTEM : http:// ofa.bo/x8D pic.twitter.com/IrcnE2T88M|Read President Obama's thoughts on climate change, technology, and #WomenInSTEM : http://    |5.699999999999999|5.699999999999999
718|Thanks to President Obama, future generations will still be able to explore from sea to shining sea. #FindYourPark pic.twitter.com/Zt1U8dF3vW|Thanks to President Obama, future generations will still be able to explore from sea to shining sea. #FindYourPark  |5.952727272727274|5.925384615384616
719|President Obama has protected more land and water than any of his predecessors and he's not done yet: http:// ofa.bo/e5VQ #FindYourPark|President Obama has protected more land and water than any of his predecessors and he's not done yet: http://   #FindYourPark|5.544615384615385|5.521428571428571
720|Marriage equality may be the law of the land, but there's more work to do to end discrimination. Join the fight: http:// ofa.bo/g9jO|Marriage equality may be the law of the land, but there's more work to do to end discrimination. Join the fight: http://  |5.253750000000002|5.253750000000002
721|Show what you believe get the #LoveIsLove tee. http:// ofa.bo/g9jN pic.twitter.com/FxaPN3Z36l|Show what you believe get the #LoveIsLove tee. http://    |5.34|5.728
722|Celebrate this Valentine's Day with pride, and no matter who you love, commit to ending discrimination. #LoveIsLove pic.twitter.com/mn6BZWEe1y|Celebrate this Valentine's Day with pride, and no matter who you love, commit to ending discrimination. #LoveIsLove  |5.02|5.02
723|"""The fact is we ve gotten a heck of a lot done these past seven years, despite the gridlock.""  President Obama http://www. snappytv.com/tc/1369665"|"""The fact is we ve gotten a heck of a lot done these past seven years, despite the gridlock.""  President Obama  .  "|5.254285714285715|5.303750000000001
724|LIVE: President Obama is speaking in Springfield, Illinois. http:// ofa.bo/z096|LIVE: President Obama is speaking in Springfield, Illinois. http://  |5.52|5.52
725|Tune in at 4:25 p.m. ET to watch President Obama speak to supporters in Springfield, Illinois: http:// ofa.bo/x7z|Tune in at 4:25 p.m. ET to watch President Obama speak to supporters in Springfield, Illinois: http://  |5.4575000000000005|5.4575000000000005
726|Join the @OFA Truth Team and spread the facts on issues that matter: http:// ofa.bo/h9tP pic.twitter.com/19qvZpVawl|Join the @OFA Truth Team and spread the facts on issues that matter: http://    |5.14|5.14
727|Say cheese. #NationalPizzaDay pic.twitter.com/cqNblFDAta|Say cheese. #NationalPizzaDay  ||
728|An increase in solar jobs is good for our economy and our environment. #ActOnClimate pic.twitter.com/g22J3tMhVp|An increase in solar jobs is good for our economy and our environment. #ActOnClimate  |5.843636363636364|5.843636363636364
729|Good news: 2015 was another great year for clean energy growth. http:// ofa.bo/b5ci #ActOnClimate|Good news: 2015 was another great year for clean energy growth. http://   #ActOnClimate|6.057142857142857|6.057142857142857
730|Criminal justice reform is overdue. Speak up for fairness add your name: http:// ofa.bo/a5bJ #FixTheSystem|Criminal justice reform is overdue. Speak up for fairness add your name: http://   #FixTheSystem|5.723333333333333|5.748571428571429
731|We need to #FixTheSystem . pic.twitter.com/hXk84oRzMQ|We need to #FixTheSystem .  |4.91|4.91
732|Health care marketplace enrollment numbers are in, and it's good news. Take a look: http:// ofa.bo/w8o #Obamacare|Health care marketplace enrollment numbers are in, and it's good news. Take a look: http://   #Obamacare|5.768571428571429|5.768571428571429
733|"""The budget I will send to Congress this Tuesday will double funding for clean energy research.""  President Obama http:// ofa.bo/h9tC"|"""The budget I will send to Congress this Tuesday will double funding for clean energy research.""  President Obama http://  "|5.767999999999999|5.767999999999999
734|In the weekly address, President Obama discusses how the private-sector is helping in the fight to #ActOnClimate : http:// ofa.bo/a5bC|In the weekly address, President Obama discusses how the private-sector is helping in the fight to #ActOnClimate : http://  |5.046000000000001|5.046000000000001
735|Last year was the second-best year for job creation since the late 1990s but there's more work to do. http:// ofa.bo/f9lD|Last year was the second-best year for job creation since the late 1990s but there's more work to do. http://  |5.262857142857143|5.1946666666666665
736|The economy continues a record-breaking streak of 71 straight months of private-sector job growth. Read more: http:// ofa.bo/e5Up|The economy continues a record-breaking streak of 71 straight months of private-sector job growth. Read more: http://  |5.266666666666667|5.266666666666667
737|LIVE: President Obama is delivering a statement on the economy. http:// ofa.bo/i9l7|LIVE: President Obama is delivering a statement on the economy. http://  |5.244|5.244
738|Middle-class economics is working. pic.twitter.com/zpPv4MAvcd|Middle-class economics is working.  |4.97|4.97
739|Stand up for a smarter, fairer criminal justice system add your name now: http:// ofa.bo/x7Y #FixTheSystem|Stand up for a smarter, fairer criminal justice system add your name now: http://   #FixTheSystem|5.2371428571428575|5.317777777777779
740|It's time to #FixTheSystem . pic.twitter.com/XeiehW2uwA|It's time to #FixTheSystem .  |5.36|5.36
741|Check out President Obama's message to @OFA supporters on the importance of keeping up the fight for progress: http:// ofa.bo/c5Vh|Check out President Obama's message to @OFA supporters on the importance of keeping up the fight for progress: http://  |5.293846153846155|5.293846153846155
742|Everyone has to pitch in to #StopGunViolence , including the private sector. Check out what @Facebook just did. http:// ofa.bo/j9h7|Everyone has to pitch in to #StopGunViolence , including the private sector. Check out what @Facebook just did. http://  |5.3|5.3
743|Progress is not inevitable it depends on hard work. Say you'll fight for it: http:// ofa.bo/x7V pic.twitter.com/EodCkOME1i|Progress is not inevitable it depends on hard work. Say you'll fight for it: http://    |4.595|4.646
744|LIVE: President Obama is speaking in Baltimore. http:// ofa.bo/a5ay|LIVE: President Obama is speaking in Baltimore. http://  |5.52|5.52
745|More than 60 attempts later, and Congress is still wasting time and money trying to repeal or dismantle #Obamacare . pic.twitter.com/VKIifwW9av|More than 60 attempts later, and Congress is still wasting time and money trying to repeal or dismantle #Obamacare .  |5.253333333333334|5.253333333333334
746|Show your organizing pride. http:// ofa.bo/i9kT pic.twitter.com/1U7d0ViQNm|Show your organizing pride. http://    |5.6|5.6
747|No fluff, just facts that's the Truth Team way. Join now: http:// ofa.bo/x7F pic.twitter.com/GVbxLLMVJl|No fluff, just facts that's the Truth Team way. Join now: http://    |5.37|5.5200000000000005
748|There's just a few hours left to #GetCovered for 2016: http:// ofa.bo/i9kG pic.twitter.com/t2zU5dfywk|There's just a few hours left to #GetCovered for 2016: http://    |5.08|5.08
749|Spread the word: Today is the last day to #GetCovered for 2016. http:// ofa.bo/e5UG #AreYouCovered|Spread the word: Today is the last day to #GetCovered for 2016. http://   #AreYouCovered|5.045714285714287|5.045714285714287
750|TODAY: The last day to check out your options and #GetCovered . Don't miss it. http:// ofa.bo/y6u pic.twitter.com/10CLJ5fooh|TODAY: The last day to check out your options and #GetCovered . Don't miss it. http://    |5.153333333333333|5.153333333333333
751|The end of the open enrollment is right around the corner make sure your friends know how to #GetCovered : http:// ofa.bo/f9kQ|The end of the open enrollment is right around the corner make sure your friends know how to #GetCovered : http://  |5.5928571428571425|5.565
752|Have a worry-free weekend, and take care of this right now: http:// ofa.bo/z081 #GetCovered pic.twitter.com/loHWJlPGNx|Have a worry-free weekend, and take care of this right now: http://   #GetCovered  |5.545714285714285|5.545714285714285
753|There's still time to #GetCovered  but hurry: http:// ofa.bo/i9jw pic.twitter.com/0q8gqfaRaP|There's still time to #GetCovered  but hurry: http://    |5.286666666666666|5.025
754|Just two days left to get #GetCovered for 2016. http:// ofa.bo/d5WO pic.twitter.com/rbFDLwcqrQ|Just two days left to get #GetCovered for 2016. http://    |5.32|5.32
755|Check out what President Obama is doing to help advance #EqualPay for women. http://www. snappytv.com/tc/1314379|Check out what President Obama is doing to help advance #EqualPay for women.  .  |5.37|5.37
756|Add your name if you agree that equal work deserves #EqualPay : http:// ofa.bo/z07h|Add your name if you agree that equal work deserves #EqualPay : http://  |5.673333333333335|5.673333333333335
757|Seven years ago, President Obama signed the Lilly Ledbetter Fair Pay Act a step forward. But the fight isn't over. pic.twitter.com/cNtuGPmQaj|Seven years ago, President Obama signed the Lilly Ledbetter Fair Pay Act a step forward. But the fight isn't over.  |4.777142857142857|4.835
758|LIVE: President Obama is speaking about the importance of #EqualPay for women. http:// ofa.bo/i9jO #StandWithWomen|LIVE: President Obama is speaking about the importance of #EqualPay for women. http://   #StandWithWomen|5.382857142857143|5.382857142857143
759|Tune in at 12:10 p.m. ET to watch President Obama speak on the anniversary of the Lilly Ledbetter Fair Pay Act. http:// ofa.bo/f9js|Tune in at 12:10 p.m. ET to watch President Obama speak on the anniversary of the Lilly Ledbetter Fair Pay Act. http://  |5.4140000000000015|5.4140000000000015
760|Join the team that's fighting misinformation with facts: http:// ofa.bo/j9g3 pic.twitter.com/30tPd0bTni|Join the team that's fighting misinformation with facts: http://    |5.0|5.0
761|Don't miss this deadline: http:// ofa.bo/v75 #GetCovered pic.twitter.com/p8VNB2yZj6|Don't miss this deadline: http://   #GetCovered  |4.35|4.35
762|The open enrollment period ends on Sunday talk to your friends about how they can #GetCovered : http:// ofa.bo/b5aj|The open enrollment period ends on Sunday talk to your friends about how they can #GetCovered : http://  |5.430909090909091|5.483333333333333
763|Preventive care is free under Obamacare. Check out your options and #GetCovered . http:// ofa.bo/c5UO pic.twitter.com/cu0hnm3kSf|Preventive care is free under Obamacare. Check out your options and #GetCovered . http://    |5.7575|5.7575
764|Retweet to spread the word, and make sure your friends #GetCovered . http:// ofa.bo/g9hD pic.twitter.com/WNTBu0LyNX|Retweet to spread the word, and make sure your friends #GetCovered . http://    |5.812500000000001|5.812500000000001
765|It's not too late get your vintage tee today. http:// ofa.bo/a5ZX pic.twitter.com/lEPEAJzcs9|It's not too late get your vintage tee today. http://    |5.316|5.137142857142857
766|Scientists agree climate change is man-made and we can do something about it. http:// ofa.bo/j9fm #ActOnClimate|Scientists agree climate change is man-made and we can do something about it. http://   #ActOnClimate|5.684444444444444|5.638
767|"""In our criminal justice system, the punishment should fit the crime.""  President Obama http:// ofa.bo/a5ZV"|"""In our criminal justice system, the punishment should fit the crime.""  President Obama http://  "|4.7775|4.7775
768|Before Sunday: #GetCovered . http:// ofa.bo/d5Vj pic.twitter.com/cbpfaOxhYV|Before Sunday: #GetCovered . http://    ||
769|Last night, President Obama banned the use of solitary confinement for juveniles in federal prisons. Read more: http:// ofa.bo/e5Sp|Last night, President Obama banned the use of solitary confinement for juveniles in federal prisons. Read more: http://  |4.871428571428572|4.871428571428572
770|Health care reform has helped millions join the team that's fighting to protect it. http:// ofa.bo/y5q pic.twitter.com/8gpeGqnUCB|Health care reform has helped millions join the team that's fighting to protect it. http://    |5.562|5.758333333333333
771|A new study confirms that the #TPP will raise wages for American workers and grow our economy. http:// ofa.bo/d5VS|A new study confirms that the #TPP will raise wages for American workers and grow our economy. http://  |5.916666666666667|5.916666666666667
772|Time's running out to #GetCovered before the January 31 deadline. Check out your options: http:// ofa.bo/g9gW pic.twitter.com/81GzIQY83h|Time's running out to #GetCovered before the January 31 deadline. Check out your options: http://    |5.085714285714286|5.085714285714286
773|Take a look at President Obama's latest common-sense step to help fight climate change: http:// ofa.bo/h9qt #ActOnClimate|Take a look at President Obama's latest common-sense step to help fight climate change: http://   #ActOnClimate|5.180000000000001|5.180000000000001
774|Join the millions who've enrolled in the new marketplace. The deadline is January 31: http:// ofa.bo/c5Ti pic.twitter.com/K6AaIR0xe7|Join the millions who've enrolled in the new marketplace. The deadline is January 31: http://    |5.482857142857143|5.482857142857143
775|Fifteen of the 16 hottest years ever recorded have been in the 21st century. See for yourself: http:// ofa.bo/v6O #ActOnClimate|Fifteen of the 16 hottest years ever recorded have been in the 21st century. See for yourself: http://   #ActOnClimate|5.3500000000000005|5.3500000000000005
776|"""If you haven t looked at your new coverage options, you ve still got time to get covered.""  President Obama http:// ofa.bo/v6I"|"""If you haven t looked at your new coverage options, you ve still got time to get covered.""  President Obama http://  "|5.652727272727273|5.648000000000001
777|In the weekly address, President Obama encourages people to check out their health care options and #GetCovered : http:// ofa.bo/h9qh|In the weekly address, President Obama encourages people to check out their health care options and #GetCovered : http://  |5.692727272727272|5.692727272727272
778|Extreme voices in Congress have tried to dismantle #Obamacare more than 60 times join the team that's fighting back: http:// ofa.bo/y5F|Extreme voices in Congress have tried to dismantle #Obamacare more than 60 times join the team that's fighting back: http://  |5.236363636363635|5.338461538461538
779|Check ups: covered under Obamacare. http:// ofa.bo/e5Ry #GetCovered pic.twitter.com/0rTsMXDNfC|Check ups: covered under Obamacare. http://   #GetCovered  |5.26|5.26
780|97 percent of climate scientists agree: Climate change is real and man-made. #ActOnClimate pic.twitter.com/UaCZus7uv6|97 percent of climate scientists agree: Climate change is real and man-made. #ActOnClimate  |5.645|5.645
781|"""The government should not intrude on private decisions made between a woman and her doctor.""  President Obama #Roe43"|"""The government should not intrude on private decisions made between a woman and her doctor.""  President Obama #Roe43"|5.416666666666667|5.416666666666667
782|LIVE: President Obama is speaking at the U.S. Conference of Mayors. http:// ofa.bo/c5T2|LIVE: President Obama is speaking at the U.S. Conference of Mayors. http://  |5.176|5.176
783|Be prepared for the cold. #GetCovered today: http:// ofa.bo/w6C pic.twitter.com/MRgSnD7lOp|Be prepared for the cold. #GetCovered today: http://    |5.646666666666667|5.646666666666667
784|Get the peace of mind that comes with having health insurance  #GetCovered today: http:// ofa.bo/c5Su pic.twitter.com/D4K9sj83xh|Get the peace of mind that comes with having health insurance  #GetCovered today: http://    |5.895555555555556|5.83
785|Fighting climate change: Creating jobs: The solar industry is booming. pic.twitter.com/8GYjQkeaTU|Fighting climate change: Creating jobs: The solar industry is booming.  |5.725|5.725
786|"""The American auto industry is all the way back.""  President Obama #MadeInAmerica http://www. snappytv.com/tc/1273957"|"""The American auto industry is all the way back.""  President Obama #MadeInAmerica  .  "|5.4433333333333325|5.4433333333333325
787|It's official: Last year was the hottest year on record by a very wide margin. http:// ofa.bo/u5N #ActOnClimate|It's official: Last year was the hottest year on record by a very wide margin. http://   #ActOnClimate|5.388888888888889|5.387272727272727
788|LIVE: President Obama is speaking in Detroit about the progress of the American auto industry. http:// ofa.bo/j9e2|LIVE: President Obama is speaking in Detroit about the progress of the American auto industry. http://  |5.504444444444443|5.504444444444443
789|Tune in at 3:25 p.m. ET to watch President Obama highlight the economic comeback of the auto industry: http:// ofa.bo/g9fQ|Tune in at 3:25 p.m. ET to watch President Obama highlight the economic comeback of the auto industry: http://  |5.222222222222222|5.222222222222222
790|Shop around: http:// ofa.bo/w5n #GetCovered pic.twitter.com/2f9AwU6kVU|Shop around: http://   #GetCovered  ||
791|Read how @OFA organizers are sharing their personal stories to help #StopGunViolence : http:// ofa.bo/f9hd|Read how @OFA organizers are sharing their personal stories to help #StopGunViolence : http://  |5.725|5.725
792|American diplomacy has helped make the world safer and more secure through the #IranDeal . Read how: http:// ofa.bo/i9gu|American diplomacy has helped make the world safer and more secure through the #IranDeal . Read how: http://  |5.880000000000001|5.880000000000001
793|Because of American diplomacy, all of Iran's pathways to a nuclear weapon have been blocked. #IranDeal http://www. snappytv.com/tc/1255913|Because of American diplomacy, all of Iran's pathways to a nuclear weapon have been blocked. #IranDeal  .  |4.868888888888889|4.868888888888889
794|"""It is our mission to fulfill his vision of a nation devoted to rejecting bigotry in all its forms.""  President Obama #MLKDay"|"""It is our mission to fulfill his vision of a nation devoted to rejecting bigotry in all its forms.""  President Obama #MLKDay"|5.737333333333334|5.737333333333334
795|Happy birthday, @FLOTUS . Thank you for all you do. pic.twitter.com/ITj9tbXk68|Happy birthday, @FLOTUS . Thank you for all you do.  |5.98|5.98
796|"""That s when America works best when everyone has opportunity; when everyone has some security.""  President Obama http:// ofa.bo/c5Rq"|"""That s when America works best when everyone has opportunity; when everyone has some security.""  President Obama http://  "|5.380000000000001|5.474545454545455
797|In the weekly address, President Obama speaks about taking steps to modernize our unemployment insurance system. http:// ofa.bo/y4M|In the weekly address, President Obama speaks about taking steps to modernize our unemployment insurance system. http://  |5.023999999999999|5.023999999999999
798|President Obama announced a pause on new coal leases on federal lands a step forward in the fight to #ActOnClimate : http:// ofa.bo/c5RT|President Obama announced a pause on new coal leases on federal lands a step forward in the fight to #ActOnClimate : http://  |5.231428571428572|5.2700000000000005
799|LIVE: President Obama is answering questions from @smartereveryday , @sWooZ1e , and @ingridnilsen . http:// ofa.bo/c5R6 #YouTubeAsksObama|LIVE: President Obama is answering questions from @smartereveryday , @sWooZ1e , and @ingridnilsen . http://   #YouTubeAsksObama|5.145|5.145
800|Tune in at 2:15 p.m. ET to watch President Obama do an interview with three popular YouTube creators: http:// ofa.bo/h9oI|Tune in at 2:15 p.m. ET to watch President Obama do an interview with three popular YouTube creators: http://  |5.478|5.478
801|America now has the lowest uninsured rate on record thanks to #Obamacare . Repealing it doesn't make sense. pic.twitter.com/qBMYaHA1pk|America now has the lowest uninsured rate on record thanks to #Obamacare . Repealing it doesn't make sense.  |5.255|5.255
802|ICYMI: More than 11 million people have enrolled in health care plans through the marketplace so far. http:// ofa.bo/i9fa|ICYMI: More than 11 million people have enrolled in health care plans through the marketplace so far. http://  |5.94|5.94
803|DEADLINE: Check out your options today for coverage that begins on February 1. http:// ofa.bo/g9dd #GetCovered pic.twitter.com/v9IBRrs3ur|DEADLINE: Check out your options today for coverage that begins on February 1. http://   #GetCovered  |5.555555555555555|5.555555555555555
804|Check out what @VP Biden told a group of @OFA supporters yesterday: http:// ofa.bo/a5WE|Check out what @VP Biden told a group of @OFA supporters yesterday: http://  |5.257142857142858|5.257142857142858
805|Solar energy jobs have doubled in just five years. http:// ofa.bo/i9fY #ActOnClimate|Solar energy jobs have doubled in just five years. http://   #ActOnClimate|5.976666666666667|5.976666666666667
806|"""That s the country we love. Clear-eyed. Big-hearted. Undaunted by challenge.""  President Obama #SOTU http://www. snappytv.com/tc/1227970"|"""That s the country we love. Clear-eyed. Big-hearted. Undaunted by challenge.""  President Obama #SOTU  .  "|5.655|5.532
807|LIVE: President Obama is holding a town hall in Louisiana on the progress Americans have made and the path forward. http:// ofa.bo/b5X9|LIVE: President Obama is holding a town hall in Louisiana on the progress Americans have made and the path forward. http://  |5.6000000000000005|5.6000000000000005
808|Tune in at 11:05 a.m. ET to watch President Obama participate in a town hall in Baton Rouge, Louisiana: http:// ofa.bo/a5WD|Tune in at 11:05 a.m. ET to watch President Obama participate in a town hall in Baton Rouge, Louisiana: http://  |5.496|5.496
809|LIVE: President Obama is speaking in Omaha about moving our country forward. http:// ofa.bo/a5WB|LIVE: President Obama is speaking in Omaha about moving our country forward. http://  |5.634285714285714|5.634285714285714
810|LIVE: @VP Biden is speaking with @OFA supporters on the work ahead in 2016. http:// ofa.bo/d5Si|LIVE: @VP Biden is speaking with @OFA supporters on the work ahead in 2016. http://  |5.593333333333333|5.593333333333333
811|RSVP for @OFA 's call with @VP Biden at 3:15 p.m. ET today. You don't want to miss it: http:// ofa.bo/b5X5 pic.twitter.com/9iqaRMiZ92|RSVP for @OFA 's call with @VP Biden at 3:15 p.m. ET today. You don't want to miss it: http://    |4.94888888888889|4.94888888888889
812|Missed President Obama's final #SOTU last night? Check out his full remarks. http://www. snappytv.com/tc/1227988|Missed President Obama's final #SOTU last night? Check out his full remarks.  .  |5.031999999999999|5.031999999999999
813|Fired up from the #SOTU ? RSVP to hear @VP talk about the work ahead with @OFA supporters: http:// ofa.bo/d5Sh pic.twitter.com/jIGBqLTDHB|Fired up from the #SOTU ? RSVP to hear @VP talk about the work ahead with @OFA supporters: http://    |5.487272727272728|5.487272727272728
814|Fired up and ready to go? Join the movement: http:// ofa.bo/w42 #SOTU|Fired up and ready to go? Join the movement: http://   #SOTU|5.58|5.58
815|"""I believe in change because I believe in you.""  President Obama #SOTU"|"""I believe in change because I believe in you.""  President Obama #SOTU"|5.826666666666665|5.826666666666665
816|"""I can promise that a year from now, when I no longer hold this office, I ll be right there with you as a citizen.""  President Obama #SOTU"|"""I can promise that a year from now, when I no longer hold this office, I ll be right there with you as a citizen.""  President Obama #SOTU"|5.4255555555555555|5.393684210526316
817|"""Our collective future depends on your willingness to uphold your obligations as a citizen.""  President Obama #SOTU"|"""Our collective future depends on your willingness to uphold your obligations as a citizen.""  President Obama #SOTU"|5.462|5.462
818|"""Democracy breaks down when the average person feels their voice doesn t matter.""  President Obama #SOTU"|"""Democracy breaks down when the average person feels their voice doesn t matter.""  President Obama #SOTU"|5.008888888888888|4.966363636363636
819|"""Our public life withers when only the most extreme voices get all the attention.""  President Obama #SOTU"|"""Our public life withers when only the most extreme voices get all the attention.""  President Obama #SOTU"|5.580000000000001|5.580000000000001
820|"""Democracy grinds to a halt without a willingness to compromise.""  President Obama #SOTU"|"""Democracy grinds to a halt without a willingness to compromise.""  President Obama #SOTU"|4.796|4.796
821|"""Democracy does require basic bonds of trust between its citizens.""  President Obama #SOTU"|"""Democracy does require basic bonds of trust between its citizens.""  President Obama #SOTU"|5.28|5.28
822|"""The future we want ... is within our reach. But it will only happen if we work together.""  President Obama #SOTU"|"""The future we want ... is within our reach. But it will only happen if we work together.""  President Obama #SOTU"|5.612307692307691|5.612307692307691
823|"""We need to reject any politics that targets people because of race or religion.""  President Obama #SOTU"|"""We need to reject any politics that targets people because of race or religion.""  President Obama #SOTU"|5.094545454545454|5.094545454545454
824|President Obama: The Trans-Pacific Partnership will protect workers and the environment. #LeadOnTrade #SOTU|President Obama: The Trans-Pacific Partnership will protect workers and the environment. #LeadOnTrade #SOTU|5.76|5.76
